id,host_id,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_identity_verified,neighbourhood,room_type,accommodates,bedrooms,beds,amenities,minimum_nights,maximum_nights,has_availability,availability_365,number_of_reviews,review_scores_rating,instant_bookable,reviews_per_month
23673843,162434274,Sharon,12/12/17,within a few hours,100%,100%,t,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",t,San Mateo,Entire home/apt,2,,1,"[""Private entrance"", ""Long term stays allowed"", ""Hot water"", ""Wifi"", ""Washer"", ""Kitchen"", ""Ethernet connection"", ""Dryer"", ""Air conditioning"", ""Essentials"", ""Smart lock"", ""Shampoo"", ""Hair dryer"", ""Shower gel"", ""Free street parking"", ""Dedicated workspace"", ""Heating"", ""Carbon monoxide alarm"", ""Iron"", ""Stove"", ""Extra pillows and blankets"", ""Body soap"", ""Refrigerator"", ""Cable TV"", ""Fire extinguisher"", ""TV"", ""Hangers"", ""First aid kit"", ""Smoke alarm"", ""Microwave"", ""Ceiling fan"", ""Rice maker"", ""Cooking basics"", ""Dishes and silverware"", ""Conditioner"", ""Free parking on premises"", ""Bed linens""]",2,1125,t,127,80,99,t,2.34
23714456,118436227,Jason,2/27/17,within an hour,100%,100%,f,"['email', 'phone', 'reviews']",t,Daly City,Entire home/apt,6,2,3,"[""Hot water"", ""Private entrance"", ""Hair dryer"", ""Microwave"", ""Shampoo"", ""Bathtub"", ""Iron"", ""Free street parking"", ""Keypad"", ""TV"", ""Wifi"", ""Fire extinguisher"", ""Heating"", ""Carbon monoxide alarm"", ""Bed linens"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Smoke alarm"", ""Room-darkening shades"", ""Essentials""]",1,28,t,0,50,89,f,1.46
23773398,118436227,Jason,2/27/17,within an hour,100%,100%,f,"['email', 'phone', 'reviews']",t,Daly City,Entire home/apt,16,6,8,"[""Oven"", ""Hot water"", ""Stove"", ""Private entrance"", ""Hair dryer"", ""Kitchen"", ""Microwave"", ""Shampoo"", ""Bathtub"", ""Iron"", ""Dishes and silverware"", ""Free street parking"", ""Keypad"", ""Coffee maker"", ""TV"", ""Wifi"", ""Fire extinguisher"", ""Cooking basics"", ""Heating"", ""Carbon monoxide alarm"", ""Bed linens"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Smoke alarm"", ""Room-darkening shades"", ""Essentials""]",1,28,t,116,60,94,f,1.83
23825372,112089094,Janelle,1/18/17,within a day,83%,52%,f,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id', 'work_email']",t,Unincorporated Areas,Private room,6,1,6,"[""Extra pillows and blankets"", ""Long term stays allowed"", ""Portable heater"", ""Coffee maker"", ""Bed linens"", ""Essentials"", ""Hot water"", ""BBQ grill"", ""Private entrance"", ""Private living room"", ""Smoke alarm"", ""Free parking on premises"", ""Mini fridge"", ""Microwave"", ""Garden or backyard"", ""Carbon monoxide alarm"", ""Patio or balcony"", ""Fire extinguisher"", ""Free street parking""]",1,1125,t,347,5,100,f,0.15
23860218,76439683,Marlena,6/7/16,within an hour,100%,99%,t,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,San Carlos,Entire home/apt,2,,1,"[""Extra pillows and blankets"", ""Long term stays allowed"", ""Smoke alarm"", ""First aid kit"", ""Free street parking"", ""Dishes and silverware"", ""Heating"", ""Hot water"", ""Private entrance"", ""Lockbox"", ""Cable TV"", ""Hair dryer"", ""Garden or backyard"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Iron"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Microwave"", ""Bed linens"", ""Shampoo"", ""Essentials"", ""Coffee maker"", ""TV"", ""Wifi"", ""Fire extinguisher"", ""Hangers""]",1,1125,t,150,298,100,f,8.86
23922165,54291060,Julie,1/12/16,within a day,100%,100%,f,"['email', 'phone', 'offline_government_id', 'government_id']",t,Menlo Park,Entire home/apt,8,4,6,"[""Free parking on premises"", ""Heating"", ""Hair dryer"", ""Hangers"", ""TV"", ""Dedicated workspace"", ""Indoor fireplace"", ""Fire extinguisher"", ""Essentials"", ""Smoke alarm"", ""Dryer"", ""Luggage dropoff allowed"", ""Iron"", ""Shampoo"", ""Host greets you"", ""Kitchen"", ""Washer"", ""Carbon monoxide alarm"", ""Wifi"", ""Long term stays allowed"", ""Hot water""]",14,30,t,62,5,100,t,0.17
23926394,50854208,Sandy,12/8/15,N/A,N/A,100%,t,"['email', 'phone', 'reviews']",f,San Carlos,Private room,2,1,1,"[""Refrigerator"", ""Hot water"", ""Dishes and silverware"", ""Bed linens"", ""Hair dryer"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Air conditioning"", ""Coffee maker"", ""Wifi"", ""Lock on bedroom door"", ""Iron"", ""Free street parking"", ""First aid kit"", ""Microwave"", ""Keypad"", ""TV"", ""Private entrance"", ""Garden or backyard"", ""Dedicated workspace"", ""Free parking on premises"", ""Heating"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm""]",3,10,t,92,62,99,f,1.9
23930139,2917744,Urban Flat,7/12/12,within an hour,97%,97%,f,"['email', 'phone', 'reviews', 'sent_id']",t,Redwood City,Entire home/apt,4,,1,"[""Iron"", ""Dishes and silverware"", ""Shampoo"", ""Keypad"", ""Patio or balcony"", ""Essentials"", ""Microwave"", ""Free street parking"", ""Cable TV"", ""Gym"", ""Smoke alarm"", ""Elevator"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hair dryer"", ""Hot tub"", ""Stove"", ""Bathtub"", ""Dishwasher"", ""Hot water"", ""Air conditioning"", ""TV"", ""Bed linens"", ""BBQ grill"", ""Heating"", ""Pool"", ""Wifi"", ""Hangers"", ""Oven"", ""Coffee maker"", ""Refrigerator"", ""Kitchen"", ""Long term stays allowed"", ""Paid parking on premises"", ""Washer"", ""Cooking basics"", ""Dryer""]",3,1125,t,0,40,94,f,1.2
23940901,54889490,Ray,1/16/16,within an hour,99%,99%,t,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,Daly City,Entire home/apt,14,3,8,"[""Long term stays allowed"", ""Hot water"", ""Bathtub"", ""Washer"", ""Wifi"", ""Dryer"", ""Ethernet connection"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Kitchen"", ""Cleaning before checkout"", ""Free street parking"", ""Carbon monoxide alarm"", ""Fireplace guards"", ""Heating"", ""Dedicated workspace"", ""Dishwasher"", ""Iron"", ""Hot tub"", ""Stove"", ""Oven"", ""Extra pillows and blankets"", ""Refrigerator"", ""Cable TV"", ""Fire extinguisher"", ""TV"", ""Hangers"", ""First aid kit"", ""Smoke alarm"", ""Microwave"", ""Keypad"", ""Coffee maker"", ""Cooking basics"", ""Dishes and silverware"", ""Free parking on premises"", ""Indoor fireplace"", ""Bed linens""]",2,30,t,251,170,93,t,5.05
23978595,25826187,Helen,1/9/15,within a few hours,100%,95%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,Menlo Park,Entire home/apt,4,2,3,"[""Refrigerator"", ""Hot water"", ""High chair"", ""Bathtub"", ""Dishes and silverware"", ""Oven"", ""Hair dryer"", ""Long term stays allowed"", ""Hangers"", ""Pack \u2019n Play/travel crib"", ""Smoke alarm"", ""Changing table"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Wifi"", ""Iron"", ""Free street parking"", ""Room-darkening shades"", ""Microwave"", ""Dishwasher"", ""Keypad"", ""Dryer"", ""TV"", ""Private entrance"", ""Garden or backyard"", ""Dedicated workspace"", ""Cooking basics"", ""Indoor fireplace"", ""Free parking on premises"", ""Kitchen"", ""Heating"", ""Fire extinguisher"", ""Shampoo"", ""Baby safety gates"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Stove""]",3,365,t,242,17,94,f,0.54
24022395,8267886,Millennium Flats,8/19/13,within an hour,100%,98%,f,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,Menlo Park,Entire home/apt,3,1,1,"[""Washer"", ""Heating"", ""Dedicated workspace"", ""Dryer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Private entrance"", ""Hair dryer"", ""Kitchen"", ""TV"", ""Wifi"", ""Air conditioning"", ""Shampoo"", ""Hangers"", ""Essentials"", ""Iron""]",30,1125,t,105,1,100,t,0.17
24083817,61781646,Jacob,3/6/16,within an hour,100%,98%,t,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,Unincorporated Areas,Entire home/apt,6,3,3,"[""Refrigerator"", ""Lockbox"", ""Dishes and silverware"", ""Patio or balcony"", ""Oven"", ""Hair dryer"", ""Long term stays allowed"", ""Hangers"", ""Smoke alarm"", ""Coffee maker"", ""Wifi"", ""Iron"", ""Free street parking"", ""First aid kit"", ""Dryer"", ""TV"", ""Private entrance"", ""Garden or backyard"", ""Single level home"", ""Dedicated workspace"", ""Cooking basics"", ""Indoor fireplace"", ""Free parking on premises"", ""Kitchen"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Stove""]",5,180,t,90,17,95,f,0.73
24132864,118436227,Jason,2/27/17,within an hour,100%,100%,f,"['email', 'phone', 'reviews']",t,Daly City,Entire home/apt,8,3,4,"[""Hot water"", ""Private entrance"", ""Hair dryer"", ""Microwave"", ""Shampoo"", ""Bathtub"", ""Iron"", ""Free street parking"", ""Keypad"", ""TV"", ""Wifi"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Heating"", ""Carbon monoxide alarm"", ""Bed linens"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Smoke alarm"", ""Room-darkening shades"", ""Essentials""]",1,28,t,116,128,92,f,3.92
24137361,5174543,Emily,2/21/13,N/A,N/A,87%,t,"['phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,San Mateo,Private room,2,1,1,"[""Garden or backyard"", ""Hot water"", ""Washer"", ""Wifi"", ""Dryer"", ""Air conditioning"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Kitchen"", ""Lockbox"", ""Free street parking"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Heating"", ""Dishwasher"", ""Iron"", ""Stove"", ""Oven"", ""Refrigerator"", ""TV"", ""Hangers"", ""Smoke alarm"", ""Microwave"", ""Cooking basics"", ""Dishes and silverware"", ""Patio or balcony"", ""Bed linens""]",2,7,t,179,86,96,t,2.56
24156891,1340222,Terry,10/26/11,within a few hours,100%,100%,f,"['email', 'phone', 'facebook', 'reviews', 'work_email']",t,Half Moon Bay,Private room,4,1,1,"[""Fireplace guards"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Essentials"", ""Heating"", ""Hot tub"", ""Shampoo"", ""Indoor fireplace"", ""Iron"", ""Wifi"", ""TV"", ""Cable TV"", ""Room-darkening shades"", ""Free parking on premises"", ""Hangers"", ""Breakfast"", ""Hair dryer"", ""First aid kit"", ""Fire extinguisher"", ""Bathtub""]",1,365,t,247,0,,t,
24159203,1340222,Terry,10/26/11,within a few hours,100%,100%,f,"['email', 'phone', 'facebook', 'reviews', 'work_email']",t,Half Moon Bay,Private room,2,1,1,"[""Hangers"", ""Wifi"", ""Indoor fireplace"", ""Smoke alarm"", ""Breakfast"", ""First aid kit"", ""Hair dryer"", ""Essentials"", ""Dedicated workspace"", ""Heating"", ""Iron"", ""Fire extinguisher"", ""Bathtub"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Cable TV"", ""Hot tub"", ""TV"", ""Shampoo"", ""Fireplace guards"", ""Free parking on premises""]",1,365,t,247,1,100,t,0.06
24160226,1340222,Terry,10/26/11,within a few hours,100%,100%,f,"['email', 'phone', 'facebook', 'reviews', 'work_email']",t,Half Moon Bay,Private room,2,1,1,"[""Iron"", ""Breakfast"", ""Hot tub"", ""Shampoo"", ""Room-darkening shades"", ""Cable TV"", ""TV"", ""Carbon monoxide alarm"", ""Fireplace guards"", ""Heating"", ""Hangers"", ""Wifi"", ""Essentials"", ""Free parking on premises"", ""Dedicated workspace"", ""Hair dryer""]",1,365,t,248,4,100,t,0.13
24161423,1340222,Terry,10/26/11,within a few hours,100%,100%,f,"['email', 'phone', 'facebook', 'reviews', 'work_email']",t,Half Moon Bay,Private room,2,1,1,"[""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Cable TV"", ""Fire extinguisher"", ""TV"", ""Hangers"", ""Dedicated workspace"", ""Heating"", ""Fireplace guards"", ""Iron"", ""Wifi"", ""Hot tub"", ""Free parking on premises"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Smoke alarm"", ""Indoor fireplace""]",1,365,t,246,1,100,t,0.09
24162221,1340222,Terry,10/26/11,within a few hours,100%,100%,f,"['email', 'phone', 'facebook', 'reviews', 'work_email']",t,Half Moon Bay,Private room,2,1,1,"[""Iron"", ""Breakfast"", ""Hot tub"", ""Room-darkening shades"", ""Shampoo"", ""Cable TV"", ""Smoke alarm"", ""TV"", ""First aid kit"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Fireplace guards"", ""Heating"", ""Hangers"", ""Wifi"", ""Essentials"", ""Free parking on premises"", ""Dedicated workspace"", ""Indoor fireplace"", ""Hair dryer""]",1,365,t,243,0,,t,
24162396,1340222,Terry,10/26/11,within a few hours,100%,100%,f,"['email', 'phone', 'facebook', 'reviews', 'work_email']",t,Half Moon Bay,Private room,4,1,1,"[""Bathtub"", ""Shampoo"", ""Essentials"", ""Dedicated workspace"", ""Hot tub"", ""Indoor fireplace"", ""Iron"", ""Room-darkening shades"", ""TV"", ""Cable TV"", ""Smoke alarm"", ""First aid kit"", ""Wifi"", ""Hair dryer"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Breakfast"", ""Hangers""]",1,365,t,248,2,100,t,0.07
24167339,6017407,Ethan,4/20/13,within an hour,100%,99%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,Hillsborough,Entire home/apt,2,1,1,"[""Refrigerator"", ""Hot water"", ""Dishes and silverware"", ""Patio or balcony"", ""Bed linens"", ""Hair dryer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Hangers"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Wifi"", ""Iron"", ""First aid kit"", ""Microwave"", ""Keypad"", ""Dryer"", ""TV"", ""Private entrance"", ""Garden or backyard"", ""Dedicated workspace"", ""Cooking basics"", ""Free parking on premises"", ""Kitchen"", ""Heating"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Stove""]",20,240,t,84,16,96,f,0.51
24206664,52272981,Eliane,12/26/15,within a day,100%,100%,f,"['email', 'phone']",f,San Mateo,Private room,2,1,1,"[""Extra pillows and blankets"", ""Long term stays allowed"", ""Washer"", ""Smoke alarm"", ""First aid kit"", ""Free street parking"", ""Heating"", ""Hot water"", ""Elevator"", ""Cable TV"", ""Hair dryer"", ""Patio or balcony"", ""Dedicated workspace"", ""Iron"", ""Carbon monoxide alarm"", ""Pool"", ""Bed linens"", ""Shampoo"", ""Essentials"", ""TV"", ""Wifi"", ""Dryer"", ""Hangers""]",1,1125,t,332,34,100,t,1.04
24227033,11667352,Ray,1/26/14,N/A,N/A,N/A,f,"['email', 'phone', 'offline_government_id', 'government_id']",t,Unincorporated Areas,Private room,2,1,1,"[""Refrigerator"", ""Patio or balcony"", ""Bed linens"", ""Hair dryer"", ""Hangers"", ""Smoke alarm"", ""Air conditioning"", ""Wifi"", ""Lock on bedroom door"", ""Free street parking"", ""Microwave"", ""Dishwasher"", ""Keypad"", ""Dryer"", ""Dedicated workspace"", ""Indoor fireplace"", ""Kitchen"", ""Heating"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer""]",2,1125,t,83,1,100,f,0.04
24235508,6017407,Ethan,4/20/13,within an hour,100%,99%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,Hillsborough,Entire home/apt,2,1,1,"[""Private entrance"", ""Long term stays allowed"", ""Garden or backyard"", ""Hot water"", ""Wifi"", ""Washer"", ""Kitchen"", ""Dryer"", ""Shampoo"", ""Essentials"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Shower gel"", ""Portable fans"", ""Dedicated workspace"", ""Heating"", ""Carbon monoxide alarm"", ""Mini fridge"", ""Iron"", ""Extra pillows and blankets"", ""Body soap"", ""Fire extinguisher"", ""TV"", ""Hangers"", ""First aid kit"", ""Smoke alarm"", ""Microwave"", ""Keypad"", ""Coffee maker"", ""Cooking basics"", ""Dishes and silverware"", ""Free parking on premises"", ""Patio or balcony"", ""Bed linens""]",20,180,t,70,17,89,f,0.58
24245036,3381955,Nuala,8/26/12,within a day,100%,100%,t,"['email', 'phone', 'reviews', 'kba']",t,San Bruno,Entire home/apt,2,2,2,"[""Private entrance"", ""Long term stays allowed"", ""Garden or backyard"", ""Hot water"", ""Washer"", ""Wifi"", ""Dryer"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Kitchen"", ""Luggage dropoff allowed"", ""Cleaning before checkout"", ""Free street parking"", ""Dedicated workspace"", ""Heating"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Iron"", ""Stove"", ""Oven"", ""Extra pillows and blankets"", ""Refrigerator"", ""Cable TV"", ""Fire extinguisher"", ""TV"", ""Hangers"", ""First aid kit"", ""Smoke alarm"", ""Microwave"", ""Keypad"", ""Coffee maker"", ""Cooking basics"", ""Dishes and silverware"", ""Single level home"", ""Patio or balcony"", ""Bed linens""]",80,180,t,365,1,100,f,0.03
24291583,74511163,Stacee,5/28/16,within a few hours,100%,90%,t,"['email', 'phone', 'reviews', 'offline_government_id', 'kba', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,South San Francisco,Entire home/apt,8,3,4,"[""Cooking basics"", ""TV"", ""Hot water"", ""Hangers"", ""Wifi"", ""Dryer"", ""Refrigerator"", ""Kitchen"", ""Oven"", ""Washer"", ""Microwave"", ""Smoke alarm"", ""First aid kit"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Dishwasher"", ""Dedicated workspace"", ""Coffee maker"", ""Heating"", ""Iron"", ""Fire extinguisher"", ""Children\u2019s books and toys"", ""Bed linens"", ""Stove"", ""Long term stays allowed"", ""Free street parking"", ""Body soap"", ""Lockbox"", ""Garden or backyard"", ""Carbon monoxide alarm"", ""Cleaning before checkout"", ""Cable TV"", ""Extra pillows and blankets"", ""Essentials"", ""Single level home"", ""Shampoo"", ""Patio or balcony"", ""Free parking on premises""]",2,1125,t,361,60,99,t,1.82
24379514,92484583,Michael,8/29/16,within an hour,100%,95%,t,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,San Mateo,Entire home/apt,2,1,1,"[""Iron"", ""Dishes and silverware"", ""Shampoo"", ""Fire extinguisher"", ""Essentials"", ""Microwave"", ""Free street parking"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Dishwasher"", ""Hot water"", ""Air conditioning"", ""TV"", ""Heating"", ""Hangers"", ""Wifi"", ""Oven"", ""Private entrance"", ""Coffee maker"", ""Refrigerator"", ""Kitchen"", ""Washer"", ""Cooking basics"", ""Dryer""]",4,30,t,0,77,99,f,3.52
24392661,15610487,Jeff,5/16/14,within an hour,100%,100%,f,"['email', 'phone', 'reviews', 'kba']",t,San Bruno,Entire home/apt,2,,2,"[""Refrigerator"", ""Hot water"", ""Bed linens"", ""Oven"", ""Hair dryer"", ""Long term stays allowed"", ""Hangers"", ""Smoke alarm"", ""Coffee maker"", ""Wifi"", ""Iron"", ""Free street parking"", ""Shower gel"", ""First aid kit"", ""Microwave"", ""Keypad"", ""Dryer"", ""Private entrance"", ""Garden or backyard"", ""Dedicated workspace"", ""Cooking basics"", ""Kitchen"", ""Heating"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Stove""]",2,120,t,95,70,89,f,2.16
24473493,100435319,Jeffrey,10/19/16,within an hour,100%,100%,f,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id', 'work_email']",t,San Bruno,Entire home/apt,2,1,1,"[""Long term stays allowed"", ""Garden or backyard"", ""Hot water"", ""BBQ grill"", ""Bathtub"", ""Washer"", ""Wifi"", ""Kitchen"", ""Dryer"", ""Shampoo"", ""Essentials"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Lockbox"", ""Free street parking"", ""Dedicated workspace"", ""Heating"", ""Carbon monoxide alarm"", ""Iron"", ""Stove"", ""Oven"", ""Extra pillows and blankets"", ""Refrigerator"", ""Cable TV"", ""Fire extinguisher"", ""TV"", ""Hangers"", ""First aid kit"", ""Smoke alarm"", ""Microwave"", ""Coffee maker"", ""Cooking basics"", ""Dishes and silverware"", ""Free parking on premises"", ""Bed linens""]",1,1125,t,296,264,95,t,8.02
24494796,9666344,Patrick,10/27/13,within an hour,100%,93%,t,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,Burlingame,Entire home/apt,10,4,5,"[""Long term stays allowed"", ""Garden or backyard"", ""Hot water"", ""Washer"", ""Wifi"", ""Kitchen"", ""Dryer"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Luggage dropoff allowed"", ""Lockbox"", ""Free street parking"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Heating"", ""Dishwasher"", ""Iron"", ""Stove"", ""Oven"", ""Refrigerator"", ""TV"", ""Hangers"", ""Smoke alarm"", ""Microwave"", ""Coffee maker"", ""Cooking basics"", ""Dishes and silverware"", ""Free parking on premises"", ""Patio or balcony"", ""Indoor fireplace""]",28,120,t,318,13,94,t,0.44
